Category Name,Category Bid No,Doc ID
EK3330B-4101711000001200021 (SEA WATER PUMP BE PUMP A3610M FOR 2 X 2.1 TR REF PLANT),—,9482472
Basic electrical lab including solar technology,—,9729683
BASIC ELECTRONICS LAB KIT,—,9729651
"Shooting Shoes for Rifle (SAUER),Shooting Shoes Easy Top for Pistol (SAUER)",—,9622504
"ROTATING ELEMENT FOR M and P MAKE PL-II 5 STAGE PUMP,ROTATING ELEMENT FOR M and P MAKE PL-II 6 STAG",—,9729590
"SIPART PS2 Single Acting Smart Electropneumatic Positioner, Make: SIEMENS, Model No-6DR5110-0NN01-0",—,9646783
"Plug valve body,Actuator body,Actuator repair kit,Top seal kit,Sleeve,Plug valve body-1,Actuator bo",—,9628476
"4-way, 3-position, Directional Control Valve",—,9724358
"FOAM MATRESS SINGLE BED,WASHABLE RECRON FIBRE PILLOW,BED SHEET,SOLAPURI CHORSA,COMFORTER SINGLE BED",—,9695847
"SE6017-0022-01,SE6084-25276-02,SE6014-5852,SE6072-12188,SE6012-1122,SE6071-0206,SE606932370,SE6015-",—,9728589
Pole Umbrella (V2),—,9676639
Laying Head Pipe,—,9695887
"TRANSPARENT COVER PLATE / PH185-2C. 030CB,TRANSPARENCY SHEET / PZ185-1C. 030CB",—,9722248
TRANSISTOR 2T203G SPECIFICATIONS / SCHB13.365. 007TY(2T203G) SCHB13.365. 007TY,—,9722110
MU-F0,—,9687970
"900132308712 FLAP WHEEL 80 GRIT AL OXIDE,900161626610 AG4 CUTTING WHEEL,900161626611 AG 4 FLAP WHEE",—,9729925
"AA5610032016 - SYNTHETIC ENAMEL PAINT, SHADE 631 OF IS-05 AS PER SPECIFICATION AA56132",—,9729713
"GRINDINGWHEEL DIA 750X125WX304.8MM BORE, GRADE 19A60 KVHS WHEELSPEED 1270 RPM, FINISH REQ RA1.25 MI",—,9723058
"4130194018 U DRILL DIA 18MM TO SAL CODE R416.1-0180-20-03 OR EQUIVALENT,4130194291 U - DRILL DIA 26",—,9722869
"HIGHFEED CUTTER 50MM DIA WITH INSERT(SET),HIGHFEED MILLHEAD (20MM DIA) WITH SET,HIGHFEED MILLHEAD (",—,9722019
"Next-Generation-Firewall System,1st Year Manpower Charges,2nd Year Manpower Charges,3rd Year Manpow",—,9683055
"Supply of 48V, DC POWER SUPPLY INPUT 230 VAC OUT PUT 48VDC",—,9730156
"8212010001,8212010002,8212010003,8212010004,8212010005,8212010006,8212010007,8212010008,8212020007,",—,9730068
Schedule1_ PR_ 100275244_ 10_ M2926990013_ Procurement of Non-Asbestos Fire Blanket for NTPC FARAKK,—,9747365
"Ultra View DAB Kit,Reaction Buffer,LCS,EZD Prep,CC1,Assay Prep Kit,MSH6,MSH2,Ventana CLDN18 43 14A",—,9702042
"Cell pack DCL,Cell Pack DFL,Lysercell WNR,Lysercell WDF,Fluorocell PLT,Fluorocell RET,Fluorocell WD",—,9701726
"EDTA TUBES,URINE STRIPS ACON,HBSAG KIT TRUST LINE,VDRL KIT TRUST LINE,UPT KIT ACON,DILUENT 20 LTR P",—,9753080
ROTEMTHROMBOELASTOMETRY,—,9669468
"Internal Storage Device (SSD/HDD) (V2),Random Access Memory (RAM) Module",—,9639701
1500 TON HYDRAULIC TRIMMING PRESS,—,9177971
BOX H2A (STEEL),—,9676409
"Bearing Housing SN509,Plummer Block SN606,Plummer Block SN532,Plummer Block SN617,Plummer Block SN6",—,9755166
"SHIM AS PER DRG. 32120222206 item no. 01,SHIM AS PER DRG. 42120222102 item no. 01,SHIM AS PER DRG.",—,9758221
1.94802002120 PERSONAL COMPUTER,—,9758263
"Schedule1_ PR_ 100276276_ 10_ M2936260200_ EXHAUST FAN,Schedule2_ PR_ 100276276_ 20_ M2936260302_ P",—,9698894
"GASKET 176.23.090,GASKET 176.23.090-01,GASKET 176.23.090-02,GASKET 188.70.002,GASKET 188.70.002-01,",—,9762819
BOARD LIGHTING / 54.26. 112CB-6CB,—,9762730
LANCE WIRE ROPES,—,9720579
"GASKET / 520.10. 007-29,GASKET / 520.10. 008-07,GASKET / 520.10. 007-25",—,9770170
"4WAY VALVE BODY INST AIR DRYER,4WAY VALVE ACTUATOR AIR DRYER,TOP SEAL KIT FOR 4-WAY VALVE,SLEEVE FO",—,9773974
"HACKSAW BLADE, A, HAND, 300X12.5X0.63X1,HACKSAW BLADE, A, M/C, 450X40X2X2.5",—,9737553
"S4-Inclined Ladder-800x3000x3465-WxHxL,S8-Inclined Ladder-800x1500x1735-WxHxL,S9-GALV Inclined Ladd",—,9776857
"Electrode A,Electrode B",—,9769498
GEAR PUMPS FOR PHF UNIT IN CRMP,—,9755877
METAL TRAY,—,9765523
"J2 7310000116,CN 8465000097,CA 8310000050,CF 8415000325,K5 7320000239,K5 3750000003,H2 8305000266,G",—,9765500
"Procurement of Paint Material Paint (IS 2932) , Primer (IS 12744) & Thinner (IS 1745: 1978) for pai",—,9715066
"Separable Tee Connector,11KV,3C 185,Separable Coupling Connector,11KV,3C 185,Separable Tee Connecto",—,9696275
"RIA00200206700021,RIA00200206600008,RIA00200206600009,RIA00200206600010,RIA00200206600011,RIA002002",—,9737951
Turbidity meter,—,9707552
Chaff Cutter,—,9763809
"MYTHIC 5 PET PRO CLEANER 5 LTR,MYTHIC 5 PET PRO DILUENT 5 LTR,MYTHIC 5 PET PRO OPTICAL FLUID 5 LTR,",—,9771208
"1 sq mm Wire,1.5 sq mm wire,2 sq mm wire,2.5 sq mm wire,4 sq mm wire,12V 5 Pin Relay,Insulation Tap",—,9771407
AI BASED ANALAYSIS SERVICES,—,9771265
"Entry and Mid Level Laptop - Notebook,Entry and Mid Level Laptop - Notebook",—,9771074
S1 Supply and Erection of Prefab PUF Shelter of size 10 point 50 mtr x 8 point 50 mtr with 1 point,—,9756346
RETRO REFLECTOMETER,—,9670310
Purchase of Conveyor Belt 22 Feet,—,9773766
"10109,10118,10119,10121,10282,10325,10431,11156,11601,11751,10283,11758,12026,12507",—,9777256
hp laserjet toner black model 137A,—,9777248
CARTRIDGE 88A,—,9777226
"Tube Air Fuel Control,Gasket Oil Pump,Ring Set Piston Std,Vehicle Speed Sensor GB,Chain Cam,Cable C",—,9777199
COMPRESSION SPRING (HW-279.34) -- AS PER DRG. 31140401007 REV. 05 (HWR. MATL. CODE - W97311404029),—,9777190
85 Inch Lght Emitting Diode Display system with Fitting charge,—,9777182
CR- Scan Otter 3D Scanner,—,9777168
"Water Dispenser,Water Purifier 08 Ltrs,Standing Fan,Ice Box 100 Ltr,Sintex 1000 Ltr,Heat Pillar,Dru",—,9777134
Haematology Analyzer Reagents (V2),—,9777038
"Steam Gland Packing Metallic Style 1916 Size 6 mm Champion Make,Steam Gland Packing Metallic Style",—,9776721
"Inj Guselkumab 100mg/ml,Inj Tildrakizumab",—,9675638
Repair/Maintenance of Security Related Equipment (CCTV Camera with accessories),—,9659992
"INTERTHANE 990 WHITE BASE PAINT -N8010-P063088,INTERNATIONAL THINNER GTA220-N8010-001549,INTERNATIO",—,9560620
"People Link icam full HD PTZ,People link Quadro Speaker phone,Power Cable,Remote for Movable,Tripod",—,9777416
"Fire Insulation A60 40MM THK,Fire Insulation A60 25MM THK,Fire Insulation A60 65MM THK,Fire Insulat",—,9777414
microsoft office 2025,—,9777411
"TV 50 inch,TV 43 inch,Inverter with battery,Speaker,RO,Mic,TATA Sky,Full Plate,Qtr Plate,Table Spoo",—,9777382
HP LASERJET TONER BLACK 88A,—,9777371
"Cashrole,Tea Thermos 1 Ltr,Tea Cup Saucer,Finster Bear Glass,Glass Fibre Set,Spoon Small Set,Rice S",—,9777351
"Outdoor Cabinet Box,Media Converter Pair,2.5mm Cable,Insulation Tape,USB To LAN Cable.,SSD 4 TB",—,9777340
window 11 pro,—,9777300
"STAR DELTA TIMER, TYPE: AIDS, MAKE: EAPL,ON DELAY TIMER, TYPE: A1D1X, MAKE: EAPL",—,9777283
"# 1) DESIGN, MANUFACTURE AND SUPPLY OF LEAD SCREW DIA 100 X 4377 AS PER ITEM-01 OF DRAWING 1SP22021",—,9777266
"DEE SHACKLE GRADE T8 SWL 1.6 TON,DEE SHACKLE GRADE T8 SWL 3.2 TON,DEE SHACKLE GRADE T8 SWL 4.0 TON,",—,9777245
"All in One PC (V2),A4 and Legal Size Multifunction Printer (MFP),Line Interactive UPS with AVR (V2)",—,9777242
LANCER SET WITH FLAGS,—,9777156
MS OFFICE 2024,—,9777095
"Procurement of Transformer Rectifier Unit P/No. 260100000 Issue G,Additional Qualification test on",—,9774889
"Clip Jubilee 5 inch,Cable tie,Cable electric 2 core coppper 6A,Bucket Plastice 20 ltrs,Boric Powder",—,9771728
Carpet Tiles,—,9770108
"Copper Washer Namda 8MM,Copper Washer Namda 10MM,Copper Washer Namda 12MM,Copper Washer Namda 13MM,",—,9753061
"Ring,Ring,Pin Hinge,Bolt,Hose Connection,Hose Connection,Gasket,Gasket,Gasket,Gasket,Bolt,Nut,Bolt,",—,9752594
"Fabrication of Leg (Right, Left & Rear) Tripod of 7.62 MM MMG",—,9745792
"j Size D38999 Circular Connector Backshell, P/N: BK1SRL24139CW of QPL",—,9777542
"RJ 45 Connector,Joint Encloser,Media converter10 100,Fiber patch cord,Adaptor 5V,PTZ Camera",—,9777498
"Spiral Spring (SAIL),Spiral Spring (SAIL),Spiral Spring (SAIL)",—,9777436
"11F-1G-0090-001-0RA,11F-1G-0090-004-0R0,11F-1G-0090-005-0R0,11F-1G-0090-006-0R0,11F-1G-0090-007-0R0",—,9777370
DESIGN MANUFACTURING SUPPLY INSTALLATION AND COMMISSIONING OF LUBE BLENDING KETTLES,—,9777293
Bearing sealing ring,—,9777290
"PACKING, CLEARING & FORWARDING (EXPORT) ON DOOR-TO-DOOR BASIS OF PERSONAL EFFECTS",—,9777217
"Paper A4 85 GSM,Paper FS 85 GSM,Blue Pen Hauser Germany,Pencil,Fevi Stick or Glue Stick 15gm,Cutter",—,9776641
"FLEX KWIK INSTANT ADHESIVE PIDILITE -15 GMS,SLEEVING ELECT PVC WHITE 07 MM ID 0.65 MM,TERMINAL LUG",—,9776194
"RATCHET TORQUE WRENCH 3/8"" SQ. DR. , 10-80 NM WEIGHT: 1.2 KG MAX. , RETRACTABLE, MAKE: -GADORE, ELO",—,9773046
Condenser assembly,—,9765876
"Window Zebra Bland Window Size Length 8 feet 9 point 5 inch x Height 5 feet,Window Zebra Bland Wind",—,9764858
"Propeller Type AC Ventilating Fans (Exhaust Fan) (V3) Conforming To IS 2312,M and L point wiring co",—,9753995
"RIA00080060010002,RIA00080060010004,RIA00080060010006,RIA00080060010007,RIU00080060010003",—,9751226
"nj Guselkumab 100mg/ml,Inj Tildrakizumab",—,9677021
Hand Dryer (V3),—,9661471
"CP-Plus NVR 16CH,Cat 6 UTP Outdoor Cable for CCTV,OFC Joint Enclosure Box,Extension Coard for Mouse",—,9777559
Shallow Sterilizer (Dressing Drum),—,9777493
"Refill for Automatic Air Freshner 250 ml,Rat Sticking Gel,Polish Metal Brass,Photocopier Paper A3,P",—,9777403
"Badminton Shuttlecocks,Badminton Rackets,Badminton Net,Cricket Bat,Cricket Ball Hard Tennis,Volleyb",—,9777386
"PACKING WOOD 3"" X2"" X3'",—,9775766
"Item no. 10,Item no. 20,Item no. 30,Item no. 40,Item no. 50,Item no. 60,Item no. 70,Item no. 80,Ite",—,9693991
"RADIATOR& COOLERS 765-03-K6 CONSISTS OF COOLER OIL VEHICULER 765-03-CB161, WATER RADIATOR 765-03-CB",—,9772584
"FULL GEAR CPLG 101,HALF GEAR COUPLING FOR LONG TRAVEL,FULL GEAR CPLG 101 FG. 101",—,9766820
SEATS TO DRG NO. 675-18-SB3. CQA(ICV) /QAI/012,—,9772223
"220216110000-GASKET,220216130000-GASKET,963530500000-GASKET-SQ152,963530510000-COVER GASKET,9635306",—,9774623
"ITEM 10 20411801000501 CHAIN, ROLLER, TRIPLEX, PITCH: 2.5IN,ITEM 20 72501000100176 CHAIN, ROLLER, S",—,9757953
Procurement of 1set of 7A driveassembly,—,9757202
RC LOVEJOY COUPLINGS,—,9756074
"HF RESECTION ELECTRODE LOOP 30 DEGREES MEDIUM BRACKET OPEN WA22206D BRACKET CLOSE BOX OF 12,HF RESE",—,9693418
LHS Vertical Extension Panel for HT Board,—,9776845
TAPE COTTON LZ 40-62 / GOST: 4514(LZ40-62),—,9764421
"Water Purifier,Camcorder with Stand,Jerk Blocks,Bar Sensor Kit,Plyometric Box,Medicine Ball,Resista",—,9684483
Parabolic Dish based Solar Community Cooking System,—,9655768
RUBBER JOINT FOR KELLY FILTER_ 1000075005_ 1_ 13101002550,—,9726051
Supply of Feed Nozzles,—,9660942
"microcatheter, braided, two tip marker, steam - shapeable tip, distal tip of atleast 2.1 F, suitabl",—,9701227
"51011101000400 THERMOCOUPLE CR ALUMEL 0 1200DEG C,51010401000221 RTD PLAT PT 100 SIMPLEX 2 5M 0 500",—,9738034
"LINEAR SCALE 5640 MM FOR CRAVEN LATHE 'Z' AXIS (2/A/2) [ SPECIFICATIONS AS PER ANNEXURE-1] .,LINEAR",—,9745731
"PLUMMER BLOCK SEAL TXL 218 ECOPUR,PLUMMER BLOCK SEAL TXL 224 ECOPUR",—,9740333
"81.38.77.092.5,81.38.77.093.5,81.38.63.313.5,81.38.63.185.5,81.38.63.019.5,81.38.61.148.5,81.38.61.",—,9729400
"Item no. 10 SAP Code 8350274402,Item no. 20 SAP Code 8350274432,Item no. 30 SAP Code 8350274412,Ite",—,9728470
Upgradation of XYLON X-Ray Machine,—,9724510
"CGL, 82.5MVA, 138/11.5KV: OIL FLOW INDCATOR",—,9722884
"Line item 10-2815990513,Line item 20-2820990913,Line item 30-2810950793,Line item 40-8883120124,Lin",—,9721892
"BATT,LEAD ACID,100AH,12V,BATTERY SMF 12V, 42AH,SMF BATTRIES, 12V, 26AH,SMF BATTRIES, 12V, 7 AH,MANU",—,9703821
BUSHING / 172.60. 117,—,9689338
"PRE- START AUDIO VISUAL WARNING ALARM 1600047268,GONG BELL 6 INCH/300MM HEAVY DUTY INDUSTRIAL TYPE",—,9686414
"2nd RH SUPPORT OF ROAD WHEEL ARM /172.01. 637-4,6th RIGHT HAND SUPPORT OF ROAD WHEEL ARM /172.01. 7",—,9677407
"Swing Valve Assembly without Actuator,Rupture Disc,Bag Filter,Seal Kit for Swing valve Assembly",—,9660884
ELECTRICALLY BRAKED CYCLE ERGOMETER,—,9655842
"SE602610148,SE603013066,SE603016412,SE6035547601,SE60560208,SE608412251ISS1,SE608425150,SE63110229D",—,9524995
"Primary Antibody for paraffin section SV40 for IHC,Primary Antibody for paraffin section TdT,Primar",—,9496391
"771503500200 2 FEET LAMP 24V DC,771503500202 LED HAND LAMP 24V AC",—,9712436
ULTRASONIC CLEANER,—,9671576
"Dynamic 9.8 Diameter kernmantle Rope,Semi Static 10.1 mm diameter kernmantle Rope,Semi Static 11 mm",—,9646209
"CD45 Monoclonal Antibody HI30 Brilliant Violet,CD3 Monoclonal Antibody UCHT1 Brilliant Violet 711,C",—,9724939
ABL 800 PLUS ABG Reagent,—,9728799
"NETWORK PRINTER[ A4 COLOUR & B/W],NETWORK PRINTER[ A3 COLOUR & B/W],NETWORK PRINTER[ A4 B/W]",—,9728798
Basic Electrical lab,—,9729712
"a4 paper,Legal paper,Ball Pen Butterflow,Ball pen rifle butter,Pencil HB,Unibal Pen Blue,Unibal pen",—,9729710
"1. - W90310768195-NTPC-EXTRACTION PIPING A1 FOR 800MW SCOPE: CBOM NO. 01076832500, VAR 00, DRG NO.",—,9729672
Cold Room with accessories,—,9729356
FULLY AUTOMATED IMMUNOASSAY MACHINE,—,9726923
"RG 213 Cable (LFH),N (M) Straight Plug for RG 213 Cable (Crimp Type)",—,9708226
MAIN AND NOSE UNDER CARRIAGE BLUE TOOTH MEASURING INSTRUMENTS,—,9729746
"operating microscope head with xy coupling,floor stand for microscope,multi purpose foot switch,hal",—,9729549
"Installation & Commissioning of Guard wire on 33 KV Transmission line of 10 MW Solar Plant,Installa",—,9716971
"1700050094,1700050097,1700050095,1700099369,1700099371,1700099477",—,9729231
"Inj Dabepoetin alfa 40 mcg,Tab Cinnarizine 20mg Dimenhydrinate 40mg,Tab Elemental magnesium 60 MG M",—,9729042
"LD-1,LD-2,LD-3,LD-4,LD-5,LD-6,LD-7",—,9648530
"A1 Herbal Medicine,A2 Herbal Medicine,A3 Herbal Medicine,A4 Herbal Medicine,A5 Herbal Medicine,A6 H",—,9688425
Purchase of Electric Dredging / Desilting Pump for Silt Removal from HM Gates at TLD-IV PS,—,9633580
"CV-1,CV-2,CV-3,CV-4,CV-5,CV-6,CV-7,CV-8",—,9696330
"MOT, VVVF, BRAKE SQIM, 415VAC, 160L, 6P, 11kW",—,9665948
"Blood set,Spine needle,Absorbable surgical suture,Absorbable surgical catgut,ORS",—,9752162
"CPM TAB 4MG,TAB RANITIDNE 150MG,CALCIUM TAB VIT D3 500MG,PANTOPROZAL 40MG INJ,XONE 1GM INJ,CEFOTAXI",—,9746846
APFC SPARES,—,9651014
Liquid Hydrogen transportation tanker,—,9604959
Rotatory Electro Mechanical Actuator Assembly (REMA),—,9274176
"Supply of High End Desktop Computers Make: HP, Model HP800 G9 MT i7 13700",—,9717095
"1 Integrated Console Monitor with KVM Switch,Server-2 - Pravaah Streaming+ File Storage Server (wit",—,9757505
Desktop Computer with i5 14500 16 GB DDR5 RAM 512 GB SSD,—,9752657
"Title1,Title2,Title 3,Title 4,Title 5,Title 6,Title 7",—,9734777
"Disc Filter 50 m3 hr,Header Assembly 3,Pressure Gauge 2Glycerine,Butterfly Valve4,Ventury Injector",—,9757236
"T.CETRIZINE,S CETRIZINE,T.RANITIDINE,INJ RANITIDINE,INJ PANTOPRAZOLE,ANTI RABIES VACCINE,INJ T.T,IN",—,9752866
"Kabli Chana Whole,Mustard Oil,Moong",—,9745991
"COPPER COATED C-MN STEEL SOLID WIRE, 4MM,FLUORIDE BASIC TYPE FLUX FOR SAW",—,9774632
"PR 100273315 00040 M5101906091 CAP NUT, 01050209000/10, BHEL,PR 100273315 000150 M5102906369 CAP NU",—,9680524
"100272069 10 M5101906058,100272069 20 M5101906059,100272069 30 M5101906061,100272069 40 M5101906062",—,9717194
TYRE 26/9 R14 T/L DWT MOAPA,—,9776751
"AIR MOTOR KIT, U/N: 0KIT-MO006, MINIMAX",—,9722014
"M2052450602,M2052450603,M2052450605,M2052450607,M2052450610,M2052450614,M2052450618,M2052450502,M20",—,9770000
"Element Fuel Filter,Element Lub Oil Filter,Air Filter,Fuel Filter,Air Filter Element,Oil Filter Ele",—,9778144
Microtek 1600VA Interactive UPS,—,9778136
Drainage Pump,—,9778122
"Split Pin Niddel Fold 1 8x2,Split Pin Niddel Fold 3 16x2 1 2,Split Pin Niddel Fold 1 4x2,Spring Was",—,9778081
Cannon MF465DW 40PPM printer with duplex WIFI and ADF for eRecruitX server,—,9778047
"HEAD ASSY EPSON,PRESSURE ROLLER,LOGIC CARD,TAFLON SLEEVE,CABLE FOR PRINTER HEAD",—,9777916
Playground Swings (V2),—,9777877
"Metal Storage Cabinet,Modular Work Stations (V3)",—,9777816
Sorghum Flour or Jowar Flour,—,9777757
"THRUST PADS, F/TURBINE MM: 40/56-3, BHEL,THRUST BEARING, F/BLOWER: DMCL 1008, BHEL",—,9733539
Paracetamol Injection (V2),—,9672980
"3008069,3008070,3008072,3008073,3008074,3008076,3008081,3008088,3008089,3008112,3008113,3008114,300",—,9652553
Deposit Safe (Non Tool Resistant),—,9778362
"FOGMACHINE,FALCON17RLIGHT,PILOTCONTROLLER,WIREFORLIHT,LIQUIDFORFOGMACHINE,STABILIZER5000WATTS,FLOOD",—,9778359
"Ballpoint pen Blue,Gel Pen Blue,Pilot Pen Blue,Use and Throw Pen,A4 Paper,Paper legal,Computer Pape",—,9778346
"Toilet Brush,Wiper,Harpic,Broom Hard,Broom Soft,Lizol Floor Cleaner,Odonil,Mopper,Gum Bottle,Good N",—,9778170
Finger Millet Flour Ragi flour,—,9778162
Paraquat Dichloride 24% Soluble Liquid(V2),—,9778159
Supply of Hamam Soap– 100 gms,—,9778075
"2 or 3 TR cassattee AC CAMC as per attached shedule A,1.5 TR WINDOW CAMC as per attached shedule A,",—,9776127
"76.01.75.334.5,76.01.75.320.5,76.01.75.350.5,76.04.67.151.5,76.02.63.334.5,76.02.63.320.5,76.02.36.",—,9774715
"Servicing of 200 KVA liquid colled diesel gen set with AMF cont,Complete servicing, electrical syst",—,9762028
"Supply, Installation, Testing & Commissioning (SITC) of Static Gel Strength Analyzer (SGSA)",—,9623439
Lint Free Cloth (Size 30 CM X 30 CM) Pt No 32B/0001NA,—,9683653
Immobilization Accessories essential for Radiotherapy treatment,—,9643349
"PR 100253767 80 M5101936012,PR 100253767 100 M5101946035,PR 100253767 110 M5101946061,PR 100253767",—,9673871
Absorbent Cotton (Sterile and Non-Sterile) for Medical Use Conforming to IS 16468,—,9722216
"HB,MB,Vis,3 seater bench,3 seater cushion",—,9765691
"Crepe Bandage Conforming to IS 4605,Crepe Bandage Conforming to IS 4605",—,9722076
Absorbent Cotton Gauze Conforming to IS 758,—,9722987
"50310309001269 BUSHING PN AGS001004 01 SCHNEIDER ELECT,50310309001270 HE SELFLOCKING SCREW M8 16 A2",—,9708077
LP OF HOT WATER BOILER,—,9734781
"REAR TRANSMITTING ANTENNA (BK Tx),REAR RECIVING ANTENNA (BK Rx),BELLY MOUNTED TRANSMITTING ANTENNA",—,9775825
"Supply of 33KV RMU,Installation, Testing & Commissioning",—,9676799
"PR_ 100276839_ M2697114001_ COMP ASSY, KF TITRATOR_ Item-10_ Schedule-1",—,9605496
"INLINE MULTISTAGE VERTICAL PUMP WITH ELECTRIC MOTOR,MULTISTAGE BOILER FEED WATER PUMP",—,9764933
GNSS SIMULATOR,—,9771940
"1 - M1503941610 - 100275085,2 - M1503941650 - 100275085,3 - M1515543668 - 100275085,4 - M1515443740",—,9738100
"100277176_ 10_ M9481993110_ ACTR, ELE: EA, 415V, 24VDC, 4-20MA,100277176_ 20_ Erection & Commission",—,9732382
SITC of hp A4 and LegalMonochrome Blackwith Laser Computer Printer HP LaserJet of model Pro M501dn,—,9777762
Pearl Millet Flour or Bajra Flour,—,9777691
"Revolving Chair (V5),Modular Work Stations (V3),Metal Storage Cabinet,Metal Storage Cabinet,Modular",—,9777166
"Flavoured Milk Amul or Juice Tropicana or Juice Real,Banana Chips,Namkeen Moong Dal or peanuts or C",—,9777061
"Correction Fluid Pen(V3),Glue Stick (V3),Plain Copier Paper (V3) ISI Marked to IS 14490,Plain Copie",—,9775965
"Keyboards and Mouse Combo (V2),Antivirus Software,Toner Cartridges / Ink Cartridges / Consumables f",—,9775067
"100278350_M9492050015_Item_10_ELBOW MALE,BRASS,ASTM _ Schedule 1,100278350_M9492050051_Item_20_ELBO",—,9765976
"10_ M1898990574_ STRAINER: SMPLX BSKT, FLGD, 1200X1500",—,9749865
"2133983,2134026,2134027,2134028,2134029,2134032,2134035,2134038,2134040,2134045,2134047,2134048",—,9636212
"Long Durable Iron Sheet,Long Durable Fiber Sheet,Steel Screw,Plastic Screw Grip,False ceilling2 x 2",—,9777829
"Brass Hex Bolt Nut 3 8 x,Conical Rubber Cone Neoprine National,Boiler Gauge Glass Bishop19x450 mm,C",—,9777826
Supply of SWG Tinned Copper Fuse wire for different rating Transformer.,—,9777821
"Windows,Antivirus,DVD Writer,DVD,Service",—,9777738
"Deck Underlay Dry Area Thickness 10MM,Deck Underlay Wet Area Thickness 30MM",—,9777650
"ROUGH M/CD FORGING FOR RING HW-287.66. A/HW-287.67. A -- ITEM AS PER DIMENSION OD= 845, ID= 750, TH",—,9777594
S. S. HEX. HD. SCREW SIZE- M 16 X 30 FINISH-UNPLATED. DIMS. TOL. & GEN. REQUIREMENT TO IS-1364 PART,—,9771549
Workspace Utilities for Testing of Filters,—,9763460
"Propeller Type AC Ventilating Fans (Exhaust Fan) (V3) Conforming To IS 2312,Stationary Storage Type",—,9754341
"Dry type transformer disconnection of control wiring and tap connections,Resistance asssy,Hinge Ass",—,9591134
"Blower and motor from the cooling tower with transporting,PVC fill fins for the cooling tower,Prope",—,9589692
"PR_ 100278040_ M2679880454_ DBL ROLL CRUSHER, 250KG/HR, 250X150MM_ Item-10_ Schedule-1,PR_ 10027804",—,9767106
"M3799003750,M3799003749,M3799003748,M3799003747,M3799003746,M3799011369",—,9770606
INJ TREOSULPHAN 5GM,—,9688395
"HHFNC BREATHING CIRCUIT COMPATIBLE WITH AIRVO 900 PT 531,Infant HHFNC Nasal Cannula Compatible with",—,9642612
"LEUCOVORIN CALCIUM 50 MG INJECTION,LEVETIRACETAM 100 MG PER ML SYRUP OR SOLUTION OR LIQUID , BOTTLE",—,9602672
"TECH SPEC FOR ARMRACK FOR 7.62MM CALIBER MACHINE GUNS N ACCS,TECH SPECS FOR ARMRACK FOR 7.62 MM CAL",—,9695741
"All Surface Push Sledge,Arm Burn Machine,Reaction Training System,Hybrid Camera with Accessories,IJ",—,9704755
"Twister - Outdoor Gym Equipment,Air Walker / Stroller - Outdoor Gym Equipment,Air Walker / Stroller",—,9517049
multicable winch,—,9716619
"Puzzle Interlocking Taekwondo Mats,Power Rack,Recumbent Bike,Hot and cold water dispenser,Recorder",—,9684963
"TURBINE FLOW METER, SIZE 2“ 150# G65, as per technical specification of tender document,TURBINE F",—,9692859
Wooden Podium,—,9794654
"Atropine sulphate oint 1 percent Tube of 3gm,Brimonidine Tartrate 0 point 2 percent Eye drops,Cipro",—,9648524
"Hand Pump,DC Valves R901513873,Set of Hoses Total Hoses 18 No,Hoses for 06 Cylinder,Breather,Set of",—,9701652
Haemodynamic Monitor Advance (Multipara Cardiac Monitor high end),—,9725333
REMOTE SEAL TYPE PRESSURE TRANSMITTER,—,9666337
book scanner,—,9541861
Implementation of Lawful Interception Module- NOC,—,9685568
ENT Head Light (V2),—,9713328
INDUCTIVITY COUPLED PLASMA OPTICAL EMISSION SPECTROMETER,—,9679311
"SANITARY PAD,shampoo,tongue cleaner,shoe polish,tooth brush",—,9729948
"Blood Lactate Analyzer,Digital Sphygmomanometer Automatic Upper-Arm,Segmometer,Anthropometry Tape,W",—,9730024
"Led Round Light 12Watt,Copper 3 Core 2.5Sq mm Cable,MCB32 Amp, 4 Pole,MCB32 Amp, 2 Pole,MCB 10 Amp,",—,9729986
"Single Phase, 400 LPM (at 6 Mtr head) submersible pump with float switch, starter panel",—,9707269
"1600653896 BATTERY BANK TYPE1.2V 220 140 NO OF BATT,Installation and commissioning for material cod",—,9730102
ROUND GR. 20X2H4A 38MM DIA,—,9724756
"Amoxicillin Capsule IP 250mg 1x10x10,Amoxicillin Oral Suspension IP 125mg or 5ml 1x60ml,Calamine Lo",—,9735429
"Steel basins medium size,Steel hot box large size,Rice serving spoon,Sambar ladle,Rice steel kurpi,",—,9756705
Machine Heart Lung with Accessories,—,9435094
"Auto Darkening Helmet,AG 4 Grinder,Suitable gas welding table,Hand shearing machine,Oxy Acetylene G",—,9735838
Laser Welding Machine,—,9457856
"High-Content Automated Confocal Imaging, Screening, and Analysis System",—,9729996
"ARALDITE,K TYPE BRASS SPRAY NOZZLE 1 4 BSP,SS BINDING STRIP FOR 10 20 VACC FILTER,SS BOLT 6 18MM,SS",—,9759131
"UK0 Adapter II 33343,Transfer Module 8 Slots,C-DC Power Supply Unit,8Port PoE Switch,MTSD Main Cont",—,9753409
"I Gel Size mention in specification,I Gel Size 3,I Gel Size 4,I Gel Size 5,CSE Kit 18 G with 27 G S",—,9574854
"T- SHIRT,SHORTS,SOCKS,SHOES,CRICKET SHIRT,CRICKET LOWER",—,9729564
TOYOTA INNOVA CRYSTA 2.4 ZX MT- 7 SEATER,—,9759201
