Category Name,Category Bid No,Doc ID
"Valve Solenoid,Linning Kit,Delivery Valve,Field Coil,Maj seal kit steering gear box,Turbocharger R",—,9761309
PURPLE NITRILE GLOVES (LARGE) UNSTERILE,—,9761342
"Maxine book,Foot mat,Mosquito racket,Towel basket,White bed sheet for dining table,Mat for guest ro",—,9761338
"METHYLENE BLUE 1 PERCENTAGE 10MG PER ML AMP OF 10ML INJ,NOR ADRENALINE BITATRATE 2MG PER ML AMP OF",—,9761326
OIL 5W40,—,9760809
Tool kit for Guava – Kaushambi - under ODOP Scheme of Govt. of Uttar Pradesh,—,9761284
Tool Kit for Food Processing (Banana) – Kaushambi - under ODOP Scheme of Govt. of Uttar Pradesh,—,9761218
Webbing Nylon 25.5 mm UD BS 500 Kgf,—,9756843
Tape Nylon 19 mm UD,—,9756751
Webbing Nylon 44 mm 2950 Kg Steel Grey,—,9756694
Green Fodder,—,9740317
"Supply of Closed loop sampling systems,Installation & Commissioning",—,9758648
"Patient Bibs,Liquid Hand wash,Hexigel,N 95 Mask,Pharmadent painoff,Fixon,Inj lignocaine 2 percent w",—,9711796
"1 - AA1041045468 - TUBE OD 76.1X4.50 SA192 - as per unpriced bid,2 - 154890350001 - TUBE OD 44.5 X",—,9760876
"Panel Cabinet for TV Shelves Amazon,Single Bed Sheet for Hospital,TDS Tester,Clinical Thermometer,O",—,9761295
"TPU Green,Wall Mounted Fan,eSun PLA Black,eSun PETG Solid White,eSun PETG Solid Black,Roofing Sheet",—,9761291
"WINDOWS 11 PRO,MS OFFICE 2024 PROFESSIONAL PLUS",—,9761222
Jam and Marmalades,—,9754632
"COMPUTERISED CONTROL ALARM AND MONITORING,INSTALLATION MATERIAL AND ACCESSORIES,OBS,DOCUMENTATION,S",—,9343071
"IGNTR SET, ZAVEX/0B-230S/102954, DHT SRU,ELCTRODE RING, Z960K150, RF IGNTR, DHT SRU,INTRMDT SUPP RI",—,9752044
"Supply Price including Transportation Charges for Block B001,Supply Price including Transportation",—,9759554
Flame Scanner UV+ IR,—,9758199
"Merox WS-2 Injection Pumps (As per MR) incl Mand. Spares, Freight, P&F, Supervision (7 days) and GS",—,9600378
"I. ROLLER FAIRLEAD FOR FUELLING AS PER DRAWING NO-1422-11 for Yard 16101,II. ROLLER FAIRLEAD FOR FU",—,9645851
"High End Desktop Computer,Scanner (V3),Line Interactive UPS with AVR (V2),A4 and Legal Size Multifu",—,9709050
HFNC Machine,—,9671265
HOFR Cable,—,9566382
CAVITRON ULTRASONIC ASPIRATOR (CUSA) MACHINE,—,9640094
"3D 4K, ICG ENABLED, LAPROSCOPY CART WITH VIDEO PROCESSOR, CO2 INSUFFLATOR, LIGHT SOURCE,",—,9638486
"Chilly Powder 1 KG,Turmeric Powder 1 KG,Coriander Powder 1 KG,Coriander Whole 1 KG,Cumin Seed 1 KG,",—,9575436
"101156, Chlorhexidine Gluconate 0.2% W/V Mouth Wash",—,9650411
"PVMS No 100590, Syringe hypodermic cartridge type needle 35 mm long presterlised disposable pkt of",—,9543227
"Supply, I&C, Configuration of IoT devices,PWCAMC of IoT devices for 3 years",—,9756041
"Group A1 MR Item Sl. No 01.01 Supply Of Recycle Gas Compressor A,Group A1 MR Item Sl. no 01.02 Supp",—,9723343
"W90310764068-- SHAFT SEAL COMPENSATOR IN FINISH MACHINED CONDITION AS PER BOM NO. 01076458000, DRG.",—,9668342
"SUPPLY PRICE FOR MR ITEM S.NO. 01.001 OF GROUP A1,SUPPLY PRICE FOR MR ITEM S.NO. 01.002 OF GROUP A1",—,9624293
"W97310519019 DRG: 41051901164 REV: 02 LOCKING PIECE SPEC: HW19584 REV: 04,W97310519027 DRG: 4105190",—,9746789
"Self- propelled Lifeboat,Repair kit for life boat,Onboard Spare for Life boat,Tools and Test Equipm",—,9631642
Veterinary Automatic Chemistry Analyzer,—,9655410
HORIZONTAL AXIS 2-PLANE HARD BEARING BALANCING MACHINE WITH ACCESORIES AS PER ANNEXURE,—,9571831
"Supply of Edwards EST 4,Active Mimic Panel,Replacement of Addressable Exd Type MCP with Canopy,Grap",—,9743653
"INDUSTRIAL X-RAY FILM SIZE: 12"" X 15"" (305MM X 380MM) COMPLYING TO IS 12496: 2019, ISO 5655: 2000(E",—,9705060
RECTANGULAR SLIP GAUGE BLOCK ACCESSORIES SET (22 PCS. SET) . MAKE: MITUTOYO/BAKER/ YAMAYO/HIP/ KRIS,—,9704549
"Supply of Orifice plates, Integral Orifice, Restriction orifice, P&F, freight and GST,Supply of Ori",—,9709450
SET OF PROFILE FINISH BALL NOSE TOOL BODY WITH SPARE,—,9728927
"300105774,300158107,300158108,350001070,300123472,300023011,300105986,300070101,350000949,350000950",—,9674223
SOLID STATE DRIVE - 512 GB,—,9652201
"Life raft with Cradle - SOLAS Pack-A,Painter,Manually controlled exterior light,Manually controlled",—,9633407
"Pressure Transmitter -1 to 5 kgpercm2 - Mumbai,Pressure Transmitter 0 to 20 kgpercm2- Mumbai,Pressu",—,9637749
Transparent plastic sheet(BHEL),—,9729286
Bti W.P. Serotype H - 14 (Defence) (V2),—,9700310
Refrigerant Gas,—,9711082
"Upgradation Of Firewall, Network Switches and Non-Comprehensive AMC for Existing Network Infrastruc",—,9689139
"Item 10 71319006601621 ELEMENT PUMP PN 505 30405 3,Item 20 20515701000045 VALVE EM U2 24VDC PN 618",—,9678098
"OE9753478127-BAR GRATING 755 WX3000 L (GAL) , EF, TS bar",—,9739289
"OE9751391016-QC COUPLER,OE9751391024-QC NIPPLE with adapter,OE9751391059-QC NIPPLE,OE9751391067-QC",—,9721856
"Digitization CFC Incha,Community Hall Pattangarh,Digitization CFC Muttal,Furnishing CFC Jakhar,Sola",—,9622115
"O-RING 6x3 (HW-209.003) -- AS PER STD. ST24001 REV. 19 (SIZE NO. 003) WITH MATL. VITON,ROTARY SHAFT",—,9716425
"INSURANCE AMOUNT INCLUDING GST FOR BCPL POLYMER PRODUCTS,INSURANCE AMOUNT INCLUDING GST FOR GAIL PO",—,9710177
"PUMP CASING,HOUSING BRG",—,9745599
FILTER CATRIDGE,—,9611719
"FPO - Soya Beans,FPO - Moong Dal,FPO - Masoor Dal,FPO - Millet Based Dalia/Porridge",—,9733499
"Entry and Mid Level Laptop - Notebook,Computer Printer (V2),Computer Printer (V2),Inverter (V2)",—,9724048
"C26M26R217 - 8186290093 - LOAD CELL, 200 CUBIC FEET",—,9723357
"Rubber Stopper-Grey Bromo-butyl 20mm, Sulfur free",—,9676983
"DC1B8100003A8A8,DC1BA100003A1A8,DC1D2100006G3A7,DC1D2220004D5B5,DC1D2220007GCA8,DC1D2470004G3A7,DC1",—,9711698
"Supply, Fabrication and Installation of Aluminium Partition in New Library,Supply, Fabrication and",—,9694725
Printer cartridge refilling and repair,—,9667832
"Coriander Powder,Turmeric Powder,Red Chilly Powder,Garam masala,Chat masala,Chicken Masala,Sambhar",—,9739550
"Books (V2),Books (V2),Books (V2),Books (V2),Books (V2),Books (V2),Books (V2),Books (V2),Books (V2),",—,9522463
C17M26R197 6271233013 LOAD CELL 1 set= 8Nos. With ZM510 Weighbridge Kit - 8 T302x-45T Analog,—,9700384
"Refined Sunflower Oil (V4) (Defence),Refined Sunflower Oil (V4) (Defence)",—,9792475
Pocket Weather Tracker,—,9794078
"W90414903250 CONSTANT PRESSURE CONTROLLER SPEC: TG60384 REV: 05 SIZE: NB 25, NP 40",—,9715173
"W90414907590 DUPLEX OIL FILTER WITHOUT ANY INSTRUMENT, NB50 PN16, FLOW RATE 12 M3/HR, 37MICRON SPEC",—,9727911
"MacBook,High End Laptop - Notebook",—,9647523
"Capacitor,Regulator,Socket,Switch,Switch,Socket,Regulator,Switch,Socket,Switch,Socket,Switch,Socket",—,9789253
"work of designing, development and installation of Banner and Sphere-shaped banner in round-about",—,9674360
"Conference Speakerphone without Bluetooth,Conference Speakerphone without Bluetooth",—,9794052
Bty Charger For Elect Sec,—,9745574
"Centrifuging of line reactor,Centrifuging of NGR,various testing,test1,test2,test3,test4,oil leakag",—,9745494
"Triplex feature filter half inch with particle 1 micron removal,Triplex feature filter two inch wit",—,9743112
Atta (???),—,9738057
Ketoconazole Cream,—,9737895
"Surgical Forceps,Surgical Forceps,Surgical Forceps",—,9733662
"Transformer Oil, Grade: IEC 60296",—,9731835
"Peak Cap1,Peak Cap2,Peak Cap3,Face Mask1,Face Mask2",—,9724360
"Spiral Wound Metallic Gasket,Spiral Wound Metallic Gasket,Spiral Wound Metallic Gasket,Spiral Wound",—,9721814
"STROMATOLYSER WH pack size 3x500ml,CELL CLEAN pack size 50mlx1,CELL PACK pack size 20lx1,CALIBRATOR",—,9710664
MG. POWDER GR. B MED. DEN. TO SPECN. IS: 2307/1977 (RA 1991) REV. 1 AS PER DETAILS ENCLOSED.,—,9693595
MUCOUS TRAP,—,9664300
Neonatal Ventilators,—,9638698
Automatic Auditory Brainstem Response (ABR) Screener (V2) - RBSK,—,9629559
"Colposcope (V2),Resectoscope",—,9627253
FBC BOILER FUEL RICE HUSK,—,9794741
"1 - 156212510000 - SCW SLT CSKA P M6X12-4.8IS1365AP4.8-DHYB - as per unpriced bid,2 - 156850160000",—,9792667
"DESIGN, SUPPLY, INSTALLATION, TESTING, COMMISSIONING AND COMPREHENSIVE MAINTENANCE OF GRID CONNECTE",—,9792806
"Fabrication, supply and installation of Chromating Tank at Non Ferrous Foundry Process Shop",—,9700487
"Erection of metallic pole of 5 Meter length,80mm dia GI pipe medium class,75Wp Solar Photovoltaic M",—,9651278
Spectrum Analyzers and Vector Network Analyzers,—,9606032
"Ferric Chloride Anhydrous LR AR grade,Magnesium Chloride,Oxalic Acid LRAR grade,Copper Sulphate LRA",—,9602165
"SC392010002 BOLT M8X1.25X35 4F CLUTCH MTG Part No 11064096011,SC392010009 HOSE CLIP 100A Part No 14",—,9654537
"AC Sleeper Bus,CAMC including Driver of the Supplied Ready-Built AC Sleeper Buses for 1st year,CAMC",—,9470773
"AC seater bus 3x2,CAMC including Driver of the Supplied Ready-Built AC Buses 3x2 for 1st year,CAMC",—,9470719
"Buses for State Road Transport (V2),CAMC including Driver of the Supplied Ready-Built AC Buses 2x2",—,9470534
Ultrasonic Cutting and Coagulation Device,—,9652505
LAYING OF SYNTHETIC SURFACE VOLLEYBALL COURT WITH ALLIED ACCESSORIES.,—,9420742
"Tungsten carbide electrodes (-) 6 mm (+ ) 5 mm,Tungsten carbide electrodes (-) 5 mm (+ ) 3.2 mm,Fil",—,9689726
"Sodium Lactate compound,Dry View Fuji film For CR,Dry View Konica film for CR,VDRL 1 X30 Test,Dispo",—,9706335
ELECTRONIC PRESSURE SWITCH-400 BAR,—,9706743
"New Power Transformer 24/31.5 MVA and 11/132 KV and Neutral Grounding Resistance,Two-year Mandatory",—,9399947
BUSH / 175.32. 110,—,9702571
CLAMP ASSY / 54.03. 64CBCB,—,9702311
CLAMP /432.70. 636,—,9700802
FUSE HOLDER DPK1-1 (SPECIFICATION) U/O172.71. 053CB-1CB/ GAO. 481.012TY,—,9699538
SHIELD / 172.74. 302-1,—,9699359
"I-6687-008-1,I-6687-008-2,I-6687-008-3",—,9706167
"SE6502-4038,SE6515-7098",—,9648351
CLAMP / 150.26. 292,—,9700936
CONNECTOR ASSY / 172.70. 310CBCB,—,9700686
COVER / 175.70. 066,—,9700484
BRACKET ASSY / 172.70. 203CB,—,9700387
BRACKET ASSEMBLY DRAWING / 188.73. 040SBSB,—,9700282
BUSBAR ASSY / CG-18.030CB,—,9700161
HANDLE ASSY / 432.70. 107CB,—,9700032
CLAMP / 172.70. 075,—,9699702
Polypropylene Benchtop Fume Hood (Nano-TiO? Coated),—,9705867
26B58C001 (FLEET BROADBAND 150) N5895-022261,—,9382779
"1700281939 CABLE PROFIBUS DP 2 1 22 UN - 2,1700281938 CABLE PROFIBUS PA 2 7 18 UN - 2,1600678007 CA",—,9729878
Angle grinder,—,9705018
"1000 KVA Transformer, 11KV/0.433 KV, Cast Resin Dry Type, Dyn11, Off Load, 3 phase Transformer",—,9707844
"PRMM262014 - Schedule 1 - Enquiry Item Sr. No. 10,PRMM262014 - Schedule 2 - Enquiry Item Sr. No. 20",—,9721820
"PCBF/S-SEDONA RF CTRLR/LIMIT, PN: N0789614",—,9739771
MS CHANNEL 150X75X6 MM THICK;,—,9739910
"RELAY, MTR, PRTCTN, P&B, SG, L&T, M VII,RELAY, FDR PRTCTN, P&B, SG, L&T, FV2-C1,RELAY, FDR PRTCTN,",—,9696149
TOOL SET 8MM PARTING CONSIST OF: 1. PARTING BLADE FOR SUITABLE,—,9746874
"Plain Copier Paper (V3) ISI Marked to IS 14490,Correction Fluid Pen(V3),Glue Stick (V3),Black Lead",—,9730651
TUNGSTEN COPPER ALLOY 80/20,—,9675675
"PROCUREMENT OF AIS 11KVHT SWGR 199 1,PROCUREMENT OF AIS 11KV HT SWGR 199 2,PROCUREMENT OF AIS 11KVH",—,9705516
Intermittent Pneumatic Compression for Prevention of DVT,—,9627909
REWORKING SOLDERING STATION WITH PCB INSPECTION MICROSCOPE,—,9703898
EARTHING LINK 40 X 1.5 X 200 LONG AS PER DRAWING NO -TG-A4-4144 R3 PART NO 1 Finishing: Tinned,—,9704471
"PLUG, SA182 F11, 1 3/8"" X12 UNF, P/N-120/220,PLUG, SA182 F12, 1 3/8"" X12 UNFX36LG,PLUG, SA182 F12,",—,9704179
"PROCUREMENT OF PURE OXYGEN GAS FOR SULPHUR, CHLORIDE, DSC, SCD AND TOC ANALYZER FOR QUALITY CONTROL",—,9703216
"M. S. YOKE WASHER - ID: 21 MM OD: 52 MM THIK: 6 MM,M. S. YOKE WASHER - ID: 26 MM OD: 62 MM THIK: 6",—,9704649
"CRIMPING LUG (STRT) FOR 6.72/8.72, 9/11 19/0.044, 0.048, 0.072 AS PER DRG NO: T-A3-8864 R1 LUG 1 FI",—,9704798
VISITOR FACILITIES FOR AMARAVATI MUSEUM,—,9703459
"Heavy Duty Combi Hammer for Drilling Hammering and Chipping,Heavy Duty Centrifugal Blower,Hand Grin",—,9590414
"651030040002 SUC FILTER ELEMENT ENT HYD SYS MAIN PUMP,651030040003 RETURN LINE FILTER ELEMENT ENT H",—,9707458
"1000192026,1000192027,1000192028,1000192029,1000192030,1000192031,1000192032,1000192033,1000192034,",—,9729783
"1600358028,1600358026,1600358025,1600358023,1600358015,1600359148,1600359144,1600359140,1600359136,",—,9734800
"true rms clamp meter,Insulation Tester,Digital Earth Resistance Meter",—,9725310
PVC FRLS copper cable insulated multi strands 1 point 0 Sq mm Make Anchor comma Havells comma Finol,—,9734036
"Profile Sheet,MS Square Pipe,MS Square Pipe,GI J Bolt with Nut,Washer,GI J Bolt with Nut,m seal",—,9696229
15kw solar system ongrid rooftop system,—,9685291
Telescopic manipulator,—,9581962
"300mm dia circular red sand,Solar Powered Road Markers Solar Studs,PU Flexible Tubular Marker Post,",—,9719317
"Acetone,Acetonitrile AR,Acetonitrile HPLC,Ammonium Carbonate AR,Calcium Nitrate Tetra Hydrate AR,Ca",—,9717983
"HBsAg ELISA Kit,HIV Gen-4 ELISA Kit,HCV ELISA Kit,Bovine Albumin,Plain Vacutainer,EDTA Vacutainer,T",—,9640044
"INTEGRATED DAY NIGHT OUTDOOR HIGH SPEED COLOUR VIDEO DOME CAMERA WITH PTZ,16 CHANNEL NVR WITH NETWO",—,9734436
CUSTOMIZE TABLE,—,9731789
"All in one Desktop computer,Laptop,Wi-Fi Router,Network Switch,Structured Cabling in Lab,All-in-One",—,9724986
"Measuring Steel Tape,Combination Plier Insulated,Screw Driver Diamond Head,Screw Driver Insulated,E",—,9729699
"Garmalo,jarul,Tabebuia Rosea,Spathodea,Mahoginy,Kusun,Arjun Sadad,Jamun,Baheda,Semal,Rain tree",—,9706572
"Tab Nitroglycerin 6 point 4 mg,Paraffin Soft yellow jar of 4 kg,Metronidazole susp 200 mg oblique 5",—,9682400
Cartidge with gasket 22-GN-00-1002 A/B,—,9728205
RHM26R5027 Standard Material (CRM) for Asphaltene Analyzer,—,9736055
"9040M26G78/9599950072/FIRE RC TFT MONSOON MONITOR, WATER & FOAM",—,9739241
Di-ethylaluminium ethoxide (CJ),—,9740298
SLUG REPRESENTNING SHELL 155 MM M1A4 ERFB (BT) Drawing\ no. 03986400015-203 DC No. 37403,—,9726082
"SOR1,SOR2,SOR3,SOR4,SOR5,SOR6,SOR7,SOR8,SOR9,SOR10,SOR11,SOR12,SOR13,SOR14,SOR15,SOR16,SOR17,SOR18,",—,9716961
STOPPER TO DRG NO. 401-366(AS PER DRAWINGS AND SPECIFICATIONS),—,9723019
"PAINTING BRUSH,LIME STAINER COLOUR BLUE,SYNTHETIC ENAMEL PAINT COLOUR SKY BLUE,SYNTHETIC ENAMEL PAI",—,9732723
"CAP NUT M42 HY301010042720,STUD M52 HY301010082720,CAP NUT M52 HY301010092720,FRONT STEAM GLAND HY3",—,9736987
"Dry VPI Lighting Transformer, 1Ph, Double Copper Wound, AN, Indoor Type, 7.5kVA, Pri: 415V, Sec-1(5",—,9707705
"68.00.05.169.9 1 1KV 3C X 300 SQ MM AL XLPE FRLSH,68.00.05.180.9 1 1KV 3C X 120 SQ MM AL XLPE FRLSH",—,9713680
"1700005352- STEEL WIRE ROPE 10 MM,1700004775- WIRE ROPE 14 MM 6 by19,1700009878- STEEL WIRE ROPE 13",—,9728463
CAB,—,9737351
"M9418406584,M9418406610,M9418406586,M9418406587,M9418406591,M9418406588",—,9750575
Shoulder CPM,—,9628518
Bicycle Ergometry,—,9628079
Tilt Table (Motorized),—,9626693
Shock Wave Therapy,—,9628597
Medical Gym,—,9628449
Hip CPM (V2),—,9625932
"Antivirus,Window 11 Pro 25H2,Filmora",—,9754777
26 FR BIPOLAR RESECTOSCOPE,—,9654473
"ZEBRA BLIND CURTAINS (40"" W x 31"" H),ZEBRA BLIND CURTAINS (84"" W x 84"" H),ZEBRA BLIND CURTAINS (62""",—,9757984
"VLV BALL BALL SOCKET CL150 1IN,VLV BTFLY ON OFF 6IN,PIPE ASTM F441 PLAIN END 5 point 54MM 80 2IN,PI",—,9707171
CASING OF COAL NOZZLE TIP as per BHEL's Drawing and specifications,—,9707624
"M9441176552,M9494610004,M9441145260,M9441145136,M9441126830,M9443173452,M9443173212,M9494610012,M94",—,9668203
"Executive Table (V4),Revolving Chair (V5)",—,9706523
"BODY WORN CAMERA, IP68, BLACK",—,9592885
"Planetary Centrifugal,Mixer-Degassing,Adapter for 20 ml glass bottle,Adapter for 50 ml glass bottle",—,9707577
"1-OU Server,5-OU Server,Inward Freight, Packaging, SMT, Operator Cost, Consumables, Rejection, Outw",—,9705134
"NUT & BOLT M-24X3X110X60 THREADED,HT BOLT M24X3X70MM,STUDS M-16X2X90 WITH DOUBLE NUT,NUT & BOLT M-1",—,9703971
"PLC Based Control panel for 6.6 KV, 750 KW HT Air Compressors",—,9637256
"BRASS CH SCW WITH NUT/WASHERSM6X40,BRASS CH SCW WITH NUT/WASHERSM8X40,BRASS CH SCREW+ NUT+ WASHER M",—,9701263
"Refilling of Empty Hydrogen Cylinders,Refilling of Empty Nitrogen Cylinders,Refilling of Empty Carb",—,9699145
Biocide / Bactericide for Drilling Fluids (ONGC),—,9704297
"Meter 1,Meter 2,Meter 3,Meter 4,Meter 5,Meter 6,Meter 7,Meter 8,Meter 9,Meter 10,Meter 11,Meter 12,",—,9699461
FINE INSTRUMENT SET (OPEN SURGERY),—,9680193
WATER BATH / FLUID WARMER,—,9679659
"CPRL-TENS.BRID.BRAKESTAND OUTSIDE HYDCYL,CPRL-TENS.BRID.BRAKESTAND INSIDE HYDCYL,CPRL-DEFLECTOR PIN",—,9705521
"Server,Desktop Type-1,Desktop Type-2,Desktop Type-3,Workstation Type-1,Workstation Type-2,KVM Switc",—,9680006
"9-5/8"" fixed casing scraper,5-1/2"" fixed casing scraper,4-1/2"" fixed casing scraper,7"" fixed casing",—,9679059
CNC 3 Axis Laser Sheet and pipe cutting Machine,—,9705953
CNC Tool Cutter Grinder Machine,—,9705865
"Non woven bags,Non woven bags,Non woven bags",—,9688696
GM tube based wide range portable gamma dose rate meter as per attached annexure,—,9648836
"LED PANEL LIGHT,STREET POLE LED LIGHT,75SQUARE MM MULTICORE COPPER WIRE,1 SQUARE MM MULTICORE COPPE",—,9706854
"EXHAUST FAN,WATERPROOF PLY,FAN CONDENSER,ELECT METER,INSULATOR TAPE,PENDENT HOLDER,MCB CHANNEL TYPE",—,9706755
purchase file cover,—,9699204
Bedpan Washer,—,9698719
"Drum Size M,Drum Size L,Drum Size S,Stainless Stell Tray Size L,Stainless Stell Tray Size M,Stainle",—,9655728
Copper Jumper,—,9706651
FILTER VESSEL ASSY IUD-ABF-02,—,9706361
"SLIDE CABINET (STORAGE CAPACITY OF 50, 000 SLIDES)",—,9705595
Integration of tilt heading and positional sensors and infusion of AI in Autolaying LFG,—,9667997
Dydrogesterone 10mg Tab,—,9548428
"Winding Rope, Dia- 12 mm, Core- FMC, Lay- RHO",—,9705159
"Aputure Storm 1200X with Accessories,Aputure Storm 700X with Accessories,Aputure Light Storm 1200X",—,9699659
"Phosphate Buffered Saline PBS,Diaminobenzidine DAB tablets,Transfer buffer for western blot,Tris gl",—,9706076
"Laptop Type B for AECs with 5 Years Warranty,Laptop Type B for Admin Offices with 5 Years Warranty,",—,9694412
"1000191998 MOV GATE VALVE A216GR. WCB 8"" 150#,1059982 Commissioning charges",—,9705558
"EPAC Cover (Cover with Handles and MVB EPAC Lite),EPAC Cover & Electronics ( Cover Assembly EPAC Li",—,9671609
"Air filter,Oil filter,Separator,Oil bucket,Intake valve,Solenoid valve,NRV,MPV valve,Cooling fan",—,9690709
"DRILLING Machine-PILLAR DIA: 46-48 MM,DRILLING MACHINE-PILLAR DIA: 70-80mm",—,9734375
UF membrane,—,9672556
"POL Bottom Loading Arm Malkapur,POL Bottom Loading Arm Irugur,POL Bottom Loading Arm Sankari,POL To",—,9674284
M9598206055 OPERATOR WORKSTATION,—,9723113
"Control system for SRU blowers,INSTALL & COMM SERVICES",—,9682501
"Angular Indicator,LAUNCHING VALVE,PISTON IMF HP AIR PRESSURE REDUCERS,Proportional solenoid valve b",—,9739722
"85 Inch Smart Display TV,Ceiling Mounted Microphone,Mounting bracket for the ceiling microphone,Dig",—,9739597
Lumbar and cervical Traction,—,9627113
Hexane (V2),—,9761360
"PURPLE NITRILE GLOVES (SMALL) UNSTERILE,PURPLE NITRILE GLOVES (MED) UNSTERILE",—,9761355
"Iron Heavy duty,Cloth Stand,Pillow with Cover,Car dairy,Tata Sky Remote,Door bell,Room Freshner,coc",—,9761354
"TOTAL TEMPRATURE MANAGEMENT SYSTEM WITH WHOLE BODY BLANKET ADULT/PAEDIATRIC,CENTRAL LINE TRIPLE LUM",—,9761381
SINGLE USE DELIVERY AND SAMPLING KIT FOR 10MM CIRCUIT,—,9761367
"FUSER ASSY PRINTER HP LASER JET P1108,LOGIC CARD PRINTER HP LASER JET P1108,POWER SUPPLY CARD PRINT",—,9760913
OEM Spares for Automobiles,—,9730939
"Procurement, Supply and Installation of Air Conditioner, Medical Equipment & Electric Scooty.",—,9757776
"Supply ABB LV VFD ACS580 01 026A 4 J425,ABB LV VFD ACS580 01 169A 4 J425,Services for Instlln Test",—,9746868
"Windor AC,Split AC,Television,Office Revolving chair,Office Metal chair,Office Table",—,9758904
66 kV Potential Transformer for Sub-stations / Power Houses (PSPCL),—,9760441
"CARTG, SA 12.7 X 108 MM WITH ARMOUR PIERCING INCENDIARY BULLET B-32 TO DRG. NO. 57-B3-542(000C6)",—,9760374
INSTITUTIONAL CAB SERVICES AT IRCTC WEST ZONE OFFICE 1000 Km per month,—,9760649
Portable Hardness Tester,—,9668207
"SHEET, PLAIN, GI, 2MM, 4 X8FT, ZINC 300",—,9759634
"SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF TOTAL ORGANIC CARBON ANALYSER",—,9758731
"DIODE 1A PN Z292900 MODEL R1020ACX,HUB ASSEMBLY PN 2084103 MODEL R1020ACX,BEARING UPPER PN S011267",—,9740336
MECHANISM OF TURRET TRAVERSING / 175.24CB-1,—,9755504
Replacement of 8 nos of obsolete siemens 3AF type 33kV VCBs in HRM LBSS2 ECR2 - Phase 3,—,9766281
"SINGLE MOTOR MODULE 132 AMPS,POWER MODULE 2 X 50A",—,9675655
Water jet MC_ 1000074862_ 1_ 71160022580,—,9723027
Digital PCR System,—,9305231
100276842 Procurement of Double disc valve for Fly ash system NTPC Barh.,—,9574301
"V BELT IS 2494 FIRE R A 635MM 25INCH,V BELT IS 2494 FIRE R A 13X8MM 711MM,V BELT IS 2494 FIRE R A 8",—,9628106
"Hyper Converged Infrastructure for Data Center (V2),Smart Rack (V2),Firewall",—,9572227
"Ball Valve 50NB,Pneumatic Actuated Ball Valve 25NB,Pneumatic Actuated Ball Valve 50NB",—,9719200
"1700000970- HEX BOLT and NUT, HT, 16MMX60MM, GR.10.9,1700001088- SQUARE NECK BOLT and NUT, MS, M16X",—,9699743
"Group-1 MS FLAT 1,Group-2 MS FLAT 2,Group-3 MS FLAT 3,Group-4 MS FLAT 4,Group-5 MS FLAT 5,Group-6 M",—,9720528
"Online UPS (?10 KVA) With Battery Conforming To IS 16242 (Part 1),Online UPS (?10 KVA) With Bat",—,9706578
MICROSOFT WINDOWS SERVER 2025 LICENSES,—,9672488
"Item 1,Item 2,Item 3,Item 4,Item 5,Item 6",—,9703952
9040M26C58 Spares for 18-P-31A (LCN pumps of RFCCU),—,9491084
"TRACK CHAIN ASSY TGA B6 65 LINKS / 2657820078,TRACK CHAIN ASSY, TGA B6 65 LINKS / 2657820078",—,9481610
"PORTABLE ELECTROPHYSIOLOGY MACHINE MODEL WITH VIDEO EEG, NCS, EMG AND EP",—,9641034
Mist Eliminator with Filter for Fan of Shaft Gen Panel Room,—,9760247
"SECURITY VALVE AT 54 MBAR,VALVE ND40 AT 90 MIXED FLANGES,BALL VALVE TYPE A ND32 2 PLAIN FLANGES,SEC",—,9672280
"TC9754192243,TC9754192251,TC9754192413,TC9754192138,TC9754192847",—,9642538
SUPPLY OF 50L HDPE DRUMMY,—,9719980
HRMS Equipment with LC,—,9647015
"Substation Automation System Package_SAS_AS PER NIT,Commissioning Spares,Tools and Tackles_AS PER N",—,9706802
CAUSTIC SODA LYE,—,9732722
"ALUMINUM FERRULE 33 MM: AS PER IS 10942: 2000,ALUMINUM FERRULE 29 MM: AS PER IS 10942: 2000,ALUMINU",—,9657987
Picture Archiving and Communication System (PACS),—,9457873
"NCM2613043 Item Title. 10 SAP CODE 1238210011,Item Title. 20 SAP CODE 1238210021,Item Title. 30 SAP",—,9763926
MAIN ILLUMINATION ITEMS PACKAGE FOR BPREP BINA PROJECT BOQ AS PER Sl. NO C-PART-I OF PRICE SCHEDULE,—,9728225
"RMA00000AP0551078,RMA0114100345P007,RMA0114100345P008,RMA0114100345P009,RMA0114100345P010,RMA011410",—,9697950
"70 mm Grade R3 STUD LINK CHAIN MOORING BRIDLE ASSEMBLY As per IOCL technical specification.,84 mm G",—,9718400
"M8610274081,M8612273101,M8614433085,M8614373083,M8610413084,M8610393082,M8610233084,M8610413086,M86",—,9695660
"M6620150008 SPLIT AC 2TON 3STAR,M6620260000 4 TON TOWER AC: COMPLETE UNIT,M6620100000 1.5 TON: SPLI",—,9587250
"ENGG WORKSTATION, CENTRALIZED SCADA SYSTE,INDUSTRIAL ETHERNET SWITCH, 16 PORT,SERIAL TO ETHERNET MO",—,9670712
"Type 1,Type 2,Type 4 , 5,Type 7,Type 9, TYPE 10, 11,Type 12, 13 , 14,,Type 15, 20,Type 16,Type 17,",—,9667539
Multiparameter Water Analysis System,—,9665484
RU2851399020 1CX6SQMM 1.5 KV DC (NOMINAL) SOLAR CABLE XLPO TYPE,—,9671920
